dealer,model,month,month_name,si
DEALER 19,A3,4,Nisan,0.6
DEALER 19,A3,5,Mayıs,2.4
DEALER 19,A3,6,Haziran,1.2
DEALER 19,A3,7,Temmuz,0.6
DEALER 19,A3,8,Ağustos,0.6
DEALER 19,A3,9,Eylül,1.2
DEALER 19,A3,10,Ekim,0.6
DEALER 19,A3,11,Kasım,0.9
DEALER 19,A3,12,Aralık,1.2
DEALER 19,B1,1,Ocak,0.8136
DEALER 19,B1,2,Şubat,1.0169
DEALER 19,B1,3,Mart,2.0339
DEALER 19,B1,4,Nisan,0.6102
DEALER 19,B1,5,Mayıs,1.2203
DEALER 19,B1,6,Haziran,0.6102
DEALER 19,B1,7,Temmuz,0.4068
DEALER 19,B1,8,Ağustos,2.2373
DEALER 19,B1,9,Eylül,1.4237
DEALER 19,B1,10,Ekim,0.6102
DEALER 19,B1,11,Kasım,0.4068
DEALER 19,B1,12,Aralık,0.6102
DEALER 19,C1,1,Ocak,1.8113
DEALER 19,C1,2,Şubat,1.1321
DEALER 19,C1,3,Mart,0.0
DEALER 19,C1,4,Nisan,0.4528
DEALER 19,C1,5,Mayıs,1.3585
DEALER 19,C1,6,Haziran,0.9057
DEALER 19,C1,7,Temmuz,0.0
DEALER 19,C1,8,Ağustos,0.9057
DEALER 19,C1,9,Eylül,1.3585
DEALER 19,C1,10,Ekim,0.9057
DEALER 19,C1,11,Kasım,2.2642
DEALER 19,C1,12,Aralık,0.9057
DEALER 2,A2,1,Ocak,0.7805
DEALER 2,A2,2,Şubat,1.1707
DEALER 2,A2,3,Mart,0.1951
DEALER 2,A2,4,Nisan,0.9756
DEALER 2,A2,5,Mayıs,1.7561
DEALER 2,A2,6,Haziran,0.5854
DEALER 2,A2,7,Temmuz,0.7805
DEALER 2,A2,8,Ağustos,0.7805
DEALER 2,A2,9,Eylül,0.7805
DEALER 2,A2,10,Ekim,0.7805
DEALER 2,A2,11,Kasım,1.2683
DEALER 2,A2,12,Aralık,2.1463
DEALER 2,A3,1,Ocak,1.4694
DEALER 2,A3,2,Şubat,0.4898
DEALER 2,A3,3,Mart,0.9796
DEALER 2,A3,4,Nisan,0.9796
DEALER 2,A3,5,Mayıs,0.0
DEALER 2,A3,6,Haziran,1.4694
DEALER 2,A3,7,Temmuz,0.7347
DEALER 2,A3,8,Ağustos,1.2245
DEALER 2,A3,9,Eylül,0.7347
DEALER 2,A3,10,Ekim,1.9592
DEALER 2,A3,11,Kasım,1.2245
DEALER 2,A3,12,Aralık,0.7347
DEALER 2,B1,1,Ocak,0.4528
DEALER 2,B1,2,Şubat,0.9057
DEALER 2,B1,3,Mart,2.717
DEALER 2,B1,4,Nisan,1.1321
DEALER 2,B1,5,Mayıs,0.9057
DEALER 2,B1,6,Haziran,1.3585
DEALER 2,B1,7,Temmuz,1.1321
DEALER 2,B1,8,Ağustos,0.4528
DEALER 2,B1,9,Eylül,1.5849
DEALER 2,B1,10,Ekim,0.6792
DEALER 2,B1,11,Kasım,0.0
DEALER 2,B1,12,Aralık,0.6792
DEALER 2,C1,1,Ocak,0.0
DEALER 2,C1,2,Şubat,0.8
DEALER 2,C1,3,Mart,0.8
DEALER 2,C1,4,Nisan,0.8
DEALER 2,C1,5,Mayıs,0.8
DEALER 2,C1,6,Haziran,0.8
DEALER 2,C1,7,Temmuz,1.6
DEALER 2,C1,8,Ağustos,0.0
DEALER 2,C1,9,Eylül,0.8
DEALER 2,C1,10,Ekim,2.4
DEALER 2,C1,11,Kasım,1.6
DEALER 2,C1,12,Aralık,1.6
DEALER 20,A2,1,Ocak,0.8276
DEALER 20,A2,2,Şubat,1.2414
DEALER 20,A2,3,Mart,0.8276
DEALER 20,A2,4,Nisan,0.8276
DEALER 20,A2,5,Mayıs,0.4138
DEALER 20,A2,6,Haziran,0.8276
DEALER 20,A2,7,Temmuz,0.6207
DEALER 20,A2,8,Ağustos,0.8276
DEALER 20,A2,9,Eylül,1.2414
DEALER 20,A2,10,Ekim,2.069
DEALER 20,A2,11,Kasım,0.4138
DEALER 20,A2,12,Aralık,1.8621
DEALER 20,A3,1,Ocak,1.3333
DEALER 20,A3,2,Şubat,1.3333
DEALER 20,A3,3,Mart,0.0
DEALER 20,A3,4,Nisan,1.3333
DEALER 20,A3,5,Mayıs,0.0
DEALER 20,A3,6,Haziran,1.3333
DEALER 20,A3,7,Temmuz,2.6667
DEALER 20,A3,8,Ağustos,2.6667
DEALER 20,A3,9,Eylül,0.0
DEALER 20,A3,10,Ekim,0.0
DEALER 20,A3,11,Kasım,1.3333
DEALER 20,A3,12,Aralık,0.0
DEALER 20,B1,1,Ocak,0.0
DEALER 20,B1,2,Şubat,1.1429
DEALER 20,B1,3,Mart,1.1429
DEALER 20,B1,4,Nisan,0.0
DEALER 20,B1,5,Mayıs,1.1429
DEALER 20,B1,6,Haziran,0.0
DEALER 20,B1,7,Temmuz,1.1429
DEALER 20,B1,8,Ağustos,1.1429
DEALER 20,B1,9,Eylül,1.7143
DEALER 20,B1,10,Ekim,1.1429
DEALER 20,B1,11,Kasım,2.2857
DEALER 20,B1,12,Aralık,1.1429
DEALER 20,C1,1,Ocak,4.8
DEALER 20,C1,2,Şubat,4.8
DEALER 20,C1,3,Mart,0.0
DEALER 20,C1,4,Nisan,0.0
DEALER 20,C1,5,Mayıs,0.0
DEALER 20,C1,6,Haziran,0.0
DEALER 20,C1,7,Temmuz,0.0
DEALER 20,C1,8,Ağustos,0.0
DEALER 20,C1,9,Eylül,0.0
DEALER 20,C1,10,Ekim,1.2
DEALER 20,C1,11,Kasım,0.0
DEALER 20,C1,12,Aralık,1.2
DEALER 21,A2,1,Ocak,0.8471
DEALER 21,A2,2,Şubat,0.2824
DEALER 21,A2,3,Mart,0.5647
DEALER 21,A2,4,Nisan,1.1294
DEALER 21,A2,5,Mayıs,0.5647
DEALER 21,A2,6,Haziran,0.8471
DEALER 21,A2,7,Temmuz,0.8471
DEALER 21,A2,8,Ağustos,1.5529
DEALER 21,A2,9,Eylül,0.8471
DEALER 21,A2,10,Ekim,1.1294
DEALER 21,A2,11,Kasım,1.1294
DEALER 21,A2,12,Aralık,2.2588
DEALER 21,A3,1,Ocak,1.1163
DEALER 21,A3,2,Şubat,1.9535
DEALER 21,A3,3,Mart,2.2326
DEALER 21,A3,4,Nisan,0.5581
DEALER 21,A3,5,Mayıs,0.5581
DEALER 21,A3,6,Haziran,0.8372
DEALER 21,A3,7,Temmuz,1.1163
DEALER 21,A3,8,Ağustos,0.8372
DEALER 21,A3,9,Eylül,0.5581
DEALER 21,A3,10,Ekim,0.8372
DEALER 21,A3,11,Kasım,0.5581
DEALER 21,A3,12,Aralık,0.8372
DEALER 21,B1,1,Ocak,0.5333
DEALER 21,B1,2,Şubat,0.5333
DEALER 21,B1,3,Mart,1.8667
DEALER 21,B1,4,Nisan,1.0667
DEALER 21,B1,5,Mayıs,0.5333
DEALER 21,B1,6,Haziran,1.0667
DEALER 21,B1,7,Temmuz,1.0667
DEALER 21,B1,8,Ağustos,1.8667
DEALER 21,B1,9,Eylül,0.5333
DEALER 21,B1,10,Ekim,1.0667
DEALER 21,B1,11,Kasım,0.8
DEALER 21,B1,12,Aralık,1.0667
DEALER 21,C1,1,Ocak,4.9412
DEALER 21,C1,2,Şubat,0.7059
DEALER 21,C1,3,Mart,0.0
DEALER 21,C1,4,Nisan,0.7059
DEALER 21,C1,5,Mayıs,0.7059
DEALER 21,C1,6,Haziran,0.7059
DEALER 21,C1,7,Temmuz,1.4118
DEALER 21,C1,8,Ağustos,0.0
DEALER 21,C1,9,Eylül,0.7059
DEALER 21,C1,10,Ekim,1.4118
DEALER 21,C1,11,Kasım,0.7059
DEALER 21,C1,12,Aralık,0.0
DEALER 22,A2,1,Ocak,1.28
DEALER 22,A2,2,Şubat,0.0
DEALER 22,A2,3,Mart,0.32
DEALER 22,A2,4,Nisan,1.6
DEALER 22,A2,5,Mayıs,0.96
DEALER 22,A2,6,Haziran,0.64
DEALER 22,A2,7,Temmuz,0.32
DEALER 22,A2,8,Ağustos,0.96
DEALER 22,A2,9,Eylül,1.92
DEALER 22,A2,10,Ekim,1.28
DEALER 22,A2,11,Kasım,0.32
DEALER 22,A2,12,Aralık,2.4
DEALER 22,A3,1,Ocak,0.0
DEALER 22,A3,2,Şubat,0.5217
DEALER 22,A3,3,Mart,2.087
DEALER 22,A3,4,Nisan,0.5217
DEALER 22,A3,5,Mayıs,0.5217
DEALER 22,A3,6,Haziran,1.0435
DEALER 22,A3,7,Temmuz,1.5652
DEALER 22,A3,8,Ağustos,0.5217
DEALER 22,A3,9,Eylül,0.5217
DEALER 22,A3,10,Ekim,0.5217
DEALER 22,A3,11,Kasım,3.1304
DEALER 22,A3,12,Aralık,1.0435
DEALER 22,B1,1,Ocak,1.2203
DEALER 22,B1,2,Şubat,0.4068
DEALER 22,B1,3,Mart,2.0339
DEALER 22,B1,4,Nisan,0.8136
DEALER 22,B1,5,Mayıs,0.4068
DEALER 22,B1,6,Haziran,1.2203
DEALER 22,B1,7,Temmuz,0.8136
DEALER 22,B1,8,Ağustos,2.0339
DEALER 22,B1,9,Eylül,0.4068
DEALER 22,B1,10,Ekim,1.0169
DEALER 22,B1,11,Kasım,0.4068
DEALER 22,B1,12,Aralık,1.2203
DEALER 22,C1,1,Ocak,3.0
DEALER 22,C1,2,Şubat,4.0
DEALER 22,C1,3,Mart,1.0
DEALER 22,C1,4,Nisan,0.0
DEALER 22,C1,5,Mayıs,1.0
DEALER 22,C1,6,Haziran,1.0
DEALER 22,C1,7,Temmuz,0.0
DEALER 22,C1,8,Ağustos,0.0
DEALER 22,C1,9,Eylül,1.0
DEALER 22,C1,10,Ekim,0.0
DEALER 22,C1,11,Kasım,0.0
DEALER 22,C1,12,Aralık,1.0
DEALER 3,A2,1,Ocak,0.576
DEALER 3,A2,2,Şubat,0.192
DEALER 3,A2,3,Mart,0.768
DEALER 3,A2,4,Nisan,0.576
DEALER 3,A2,5,Mayıs,1.344
DEALER 3,A2,6,Haziran,0.864
DEALER 3,A2,7,Temmuz,0.864
DEALER 3,A2,8,Ağustos,0.672
DEALER 3,A2,9,Eylül,1.152
DEALER 3,A2,10,Ekim,1.056
DEALER 3,A2,11,Kasım,1.056
DEALER 3,A2,12,Aralık,2.88
DEALER 3,A3,1,Ocak,1.0435
DEALER 3,A3,2,Şubat,1.2174
DEALER 3,A3,3,Mart,1.2174
DEALER 3,A3,4,Nisan,0.6957
DEALER 3,A3,5,Mayıs,0.6957
DEALER 3,A3,6,Haziran,1.0435
DEALER 3,A3,7,Temmuz,0.8696
DEALER 3,A3,8,Ağustos,0.5217
DEALER 3,A3,9,Eylül,0.3478
DEALER 3,A3,10,Ekim,0.3478
DEALER 3,A3,11,Kasım,1.913
DEALER 3,A3,12,Aralık,2.087
DEALER 3,B1,1,Ocak,0.6076
DEALER 3,B1,2,Şubat,0.9114
DEALER 3,B1,3,Mart,1.9747
DEALER 3,B1,4,Nisan,0.9114
DEALER 3,B1,5,Mayıs,0.6076
DEALER 3,B1,6,Haziran,0.7595
DEALER 3,B1,7,Temmuz,1.3671
DEALER 3,B1,8,Ağustos,2.4304
DEALER 3,B1,9,Eylül,0.9114
DEALER 3,B1,10,Ekim,0.9114
DEALER 3,B1,11,Kasım,0.0
DEALER 3,B1,12,Aralık,0.6076
DEALER 3,C1,1,Ocak,6.8571
DEALER 3,C1,2,Şubat,1.9286
DEALER 3,C1,3,Mart,0.0
DEALER 3,C1,4,Nisan,0.6429
DEALER 3,C1,5,Mayıs,0.8571
DEALER 3,C1,6,Haziran,0.4286
DEALER 3,C1,7,Temmuz,0.0
DEALER 3,C1,8,Ağustos,0.0
DEALER 3,C1,9,Eylül,0.8571
DEALER 3,C1,10,Ekim,0.0
DEALER 3,C1,11,Kasım,0.0
DEALER 3,C1,12,Aralık,0.4286
DEALER 4,A2,1,Ocak,0.0
DEALER 4,A2,2,Şubat,0.72
DEALER 4,A2,3,Mart,0.72
DEALER 4,A2,4,Nisan,0.72
DEALER 4,A2,5,Mayıs,0.96
DEALER 4,A2,6,Haziran,0.84
DEALER 4,A2,7,Temmuz,1.32
DEALER 4,A2,8,Ağustos,1.08
DEALER 4,A2,9,Eylül,1.08
DEALER 4,A2,10,Ekim,1.08
DEALER 4,A2,11,Kasım,0.72
DEALER 4,A2,12,Aralık,2.76
DEALER 4,A3,1,Ocak,0.3871
DEALER 4,A3,2,Şubat,1.1613
DEALER 4,A3,3,Mart,2.3226
DEALER 4,A3,4,Nisan,0.3871
DEALER 4,A3,5,Mayıs,0.7742
DEALER 4,A3,6,Haziran,1.7419
DEALER 4,A3,7,Temmuz,0.7742
DEALER 4,A3,8,Ağustos,0.3871
DEALER 4,A3,9,Eylül,0.3871
DEALER 4,A3,10,Ekim,0.7742
DEALER 4,A3,11,Kasım,1.7419
DEALER 4,A3,12,Aralık,1.1613
DEALER 4,B1,1,Ocak,0.5926
DEALER 4,B1,2,Şubat,0.8889
DEALER 4,B1,3,Mart,1.4815
DEALER 4,B1,4,Nisan,0.8889
DEALER 4,B1,5,Mayıs,0.7407
DEALER 4,B1,6,Haziran,0.4444
DEALER 4,B1,7,Temmuz,1.037
DEALER 4,B1,8,Ağustos,2.6667
DEALER 4,B1,9,Eylül,0.7407
DEALER 4,B1,10,Ekim,1.7778
DEALER 4,B1,11,Kasım,0.4444
DEALER 4,B1,12,Aralık,0.2963
DEALER 4,C1,1,Ocak,3.1304
DEALER 4,C1,2,Şubat,2.087
DEALER 4,C1,3,Mart,0.0
DEALER 4,C1,4,Nisan,1.0435
DEALER 4,C1,5,Mayıs,1.5652
DEALER 4,C1,6,Haziran,1.0435
DEALER 4,C1,7,Temmuz,0.0
DEALER 4,C1,8,Ağustos,1.0435
DEALER 4,C1,9,Eylül,0.5217
DEALER 4,C1,10,Ekim,0.5217
DEALER 4,C1,11,Kasım,0.0
DEALER 4,C1,12,Aralık,1.0435
DEALER 5,A2,1,Ocak,0.2609
DEALER 5,A2,2,Şubat,1.0435
DEALER 5,A2,3,Mart,0.2609
DEALER 5,A2,4,Nisan,1.0435
DEALER 5,A2,5,Mayıs,0.7826
DEALER 5,A2,6,Haziran,0.7826
DEALER 5,A2,7,Temmuz,1.3043
DEALER 5,A2,8,Ağustos,0.7826
DEALER 5,A2,9,Eylül,1.0435
DEALER 5,A2,10,Ekim,1.8261
DEALER 5,A2,11,Kasım,0.6522
DEALER 5,A2,12,Aralık,2.2174
DEALER 5,A3,1,Ocak,1.8462
DEALER 5,A3,2,Şubat,1.2308
DEALER 5,A3,3,Mart,1.5385
DEALER 5,A3,4,Nisan,0.6154
DEALER 5,A3,5,Mayıs,0.6154
DEALER 5,A3,6,Haziran,1.2308
DEALER 5,A3,7,Temmuz,0.9231
DEALER 5,A3,8,Ağustos,0.6154
DEALER 5,A3,9,Eylül,1.8462
DEALER 5,A3,10,Ekim,0.0
DEALER 5,A3,11,Kasım,0.6154
DEALER 5,A3,12,Aralık,0.9231
DEALER 5,B1,1,Ocak,0.3692
DEALER 5,B1,2,Şubat,0.5538
DEALER 5,B1,3,Mart,0.3692
DEALER 5,B1,4,Nisan,1.4769
DEALER 5,B1,5,Mayıs,0.9231
DEALER 5,B1,6,Haziran,1.4769
DEALER 5,B1,7,Temmuz,2.2154
DEALER 5,B1,8,Ağustos,2.0308
DEALER 5,B1,9,Eylül,1.1077
DEALER 5,B1,10,Ekim,0.0
DEALER 5,B1,11,Kasım,0.5538
DEALER 5,B1,12,Aralık,0.9231
DEALER 5,C1,1,Ocak,2.9474
DEALER 5,C1,2,Şubat,1.0526
DEALER 5,C1,3,Mart,0.0
DEALER 5,C1,4,Nisan,0.4211
DEALER 5,C1,5,Mayıs,2.5263
DEALER 5,C1,6,Haziran,0.0
DEALER 5,C1,7,Temmuz,1.2632
DEALER 5,C1,8,Ağustos,1.6842
DEALER 5,C1,9,Eylül,0.4211
DEALER 5,C1,10,Ekim,0.8421
DEALER 5,C1,11,Kasım,0.8421
DEALER 5,C1,12,Aralık,0.0
DEALER 6,A2,1,Ocak,1.0566
DEALER 6,A2,2,Şubat,0.4528
DEALER 6,A2,3,Mart,0.6038
DEALER 6,A2,4,Nisan,0.7547
DEALER 6,A2,5,Mayıs,1.0566
DEALER 6,A2,6,Haziran,0.6038
DEALER 6,A2,7,Temmuz,1.0566
DEALER 6,A2,8,Ağustos,0.3774
DEALER 6,A2,9,Eylül,1.283
DEALER 6,A2,10,Ekim,1.2075
DEALER 6,A2,11,Kasım,1.0566
DEALER 6,A2,12,Aralık,2.4906
DEALER 6,A3,1,Ocak,1.0769
DEALER 6,A3,2,Şubat,0.9231
DEALER 6,A3,3,Mart,1.5385
DEALER 6,A3,4,Nisan,1.3846
DEALER 6,A3,5,Mayıs,0.7692
DEALER 6,A3,6,Haziran,0.7692
DEALER 6,A3,7,Temmuz,1.2308
DEALER 6,A3,8,Ağustos,1.2308
DEALER 6,A3,9,Eylül,0.7692
DEALER 6,A3,10,Ekim,0.3077
DEALER 6,A3,11,Kasım,0.6154
DEALER 6,A3,12,Aralık,1.3846
DEALER 6,B1,1,Ocak,0.6
DEALER 6,B1,2,Şubat,1.4
DEALER 6,B1,3,Mart,2.0
DEALER 6,B1,4,Nisan,0.8
DEALER 6,B1,5,Mayıs,0.8
DEALER 6,B1,6,Haziran,0.9
DEALER 6,B1,7,Temmuz,0.9
DEALER 6,B1,8,Ağustos,2.0
DEALER 6,B1,9,Eylül,0.9
DEALER 6,B1,10,Ekim,0.3
DEALER 6,B1,11,Kasım,0.6
DEALER 6,B1,12,Aralık,0.8
DEALER 6,C1,1,Ocak,4.32
DEALER 6,C1,2,Şubat,1.92
DEALER 6,C1,3,Mart,0.24
DEALER 6,C1,4,Nisan,0.24
DEALER 6,C1,5,Mayıs,0.72
DEALER 6,C1,6,Haziran,0.96
DEALER 6,C1,7,Temmuz,0.72
DEALER 6,C1,8,Ağustos,0.96
DEALER 6,C1,9,Eylül,0.0
DEALER 6,C1,10,Ekim,0.72
DEALER 6,C1,11,Kasım,0.24
DEALER 6,C1,12,Aralık,0.96
DEALER 7,A2,1,Ocak,0.5793
DEALER 7,A2,2,Şubat,0.1655
DEALER 7,A2,3,Mart,1.1586
DEALER 7,A2,4,Nisan,1.0759
DEALER 7,A2,5,Mayıs,1.3241
DEALER 7,A2,6,Haziran,0.4966
DEALER 7,A2,7,Temmuz,0.6621
DEALER 7,A2,8,Ağustos,0.7862
DEALER 7,A2,9,Eylül,0.7448
DEALER 7,A2,10,Ekim,0.869
DEALER 7,A2,11,Kasım,0.7448
DEALER 7,A2,12,Aralık,3.3931
DEALER 7,A3,1,Ocak,2.0211
DEALER 7,A3,2,Şubat,0.8842
DEALER 7,A3,3,Mart,1.5158
DEALER 7,A3,4,Nisan,0.7579
DEALER 7,A3,5,Mayıs,0.6316
DEALER 7,A3,6,Haziran,1.7684
DEALER 7,A3,7,Temmuz,0.3789
DEALER 7,A3,8,Ağustos,0.6316
DEALER 7,A3,9,Eylül,0.5053
DEALER 7,A3,10,Ekim,0.5053
DEALER 7,A3,11,Kasım,1.8947
DEALER 7,A3,12,Aralık,0.5053
DEALER 7,B1,1,Ocak,0.4706
DEALER 7,B1,2,Şubat,1.098
DEALER 7,B1,3,Mart,1.7255
DEALER 7,B1,4,Nisan,0.4706
DEALER 7,B1,5,Mayıs,1.8039
DEALER 7,B1,6,Haziran,0.7843
DEALER 7,B1,7,Temmuz,1.098
DEALER 7,B1,8,Ağustos,1.9608
DEALER 7,B1,9,Eylül,0.6275
DEALER 7,B1,10,Ekim,0.7059
DEALER 7,B1,11,Kasım,0.7843
DEALER 7,B1,12,Aralık,0.4706
DEALER 7,C1,1,Ocak,2.4
DEALER 7,C1,2,Şubat,3.2
DEALER 7,C1,3,Mart,0.64
DEALER 7,C1,4,Nisan,0.32
DEALER 7,C1,5,Mayıs,0.64
DEALER 7,C1,6,Haziran,0.32
DEALER 7,C1,7,Temmuz,0.32
DEALER 7,C1,8,Ağustos,0.0
DEALER 7,C1,9,Eylül,1.92
DEALER 7,C1,10,Ekim,0.64
DEALER 7,C1,11,Kasım,0.32
DEALER 7,C1,12,Aralık,1.28
DEALER 8,A2,1,Ocak,1.0345
DEALER 8,A2,2,Şubat,0.8276
DEALER 8,A2,3,Mart,1.0345
DEALER 8,A2,4,Nisan,0.8276
DEALER 8,A2,5,Mayıs,1.2414
DEALER 8,A2,6,Haziran,0.6207
DEALER 8,A2,7,Temmuz,0.6207
DEALER 8,A2,8,Ağustos,1.0345
DEALER 8,A2,9,Eylül,0.5172
DEALER 8,A2,10,Ekim,0.6207
DEALER 8,A2,11,Kasım,2.069
DEALER 8,A2,12,Aralık,1.5517
DEALER 8,A3,1,Ocak,0.6316
DEALER 8,A3,2,Şubat,1.2632
DEALER 8,A3,3,Mart,0.9474
DEALER 8,A3,4,Nisan,0.6316
DEALER 8,A3,5,Mayıs,0.6316
DEALER 8,A3,6,Haziran,3.1579
DEALER 8,A3,7,Temmuz,0.6316
DEALER 8,A3,8,Ağustos,0.6316
DEALER 8,A3,9,Eylül,0.6316
DEALER 8,A3,10,Ekim,0.0
DEALER 8,A3,11,Kasım,1.8947
DEALER 8,A3,12,Aralık,0.9474
DEALER 8,B1,1,Ocak,0.507
DEALER 8,B1,2,Şubat,1.0141
DEALER 8,B1,3,Mart,1.6901
DEALER 8,B1,4,Nisan,1.0141
DEALER 8,B1,5,Mayıs,1.0141
DEALER 8,B1,6,Haziran,0.507
DEALER 8,B1,7,Temmuz,1.0141
DEALER 8,B1,8,Ağustos,2.1972
DEALER 8,B1,9,Eylül,1.0141
DEALER 8,B1,10,Ekim,0.6761
DEALER 8,B1,11,Kasım,0.6761
DEALER 8,B1,12,Aralık,0.6761
DEALER 8,C1,1,Ocak,3.5
DEALER 8,C1,2,Şubat,2.0
DEALER 8,C1,3,Mart,0.0
DEALER 8,C1,4,Nisan,1.0
DEALER 8,C1,5,Mayıs,1.0
DEALER 8,C1,6,Haziran,0.0
DEALER 8,C1,7,Temmuz,0.5
DEALER 8,C1,8,Ağustos,0.5
DEALER 8,C1,9,Eylül,0.0
DEALER 8,C1,10,Ekim,0.5
DEALER 8,C1,11,Kasım,2.5
DEALER 8,C1,12,Aralık,0.5
DEALER 9,A2,1,Ocak,0.0
DEALER 9,A2,2,Şubat,0.0
DEALER 9,A2,3,Mart,2.0
DEALER 9,A2,4,Nisan,0.6667
DEALER 9,A2,5,Mayıs,0.6667
DEALER 9,A2,6,Haziran,1.3333
DEALER 9,A2,7,Temmuz,1.0
DEALER 9,A2,8,Ağustos,1.6667
DEALER 9,A2,9,Eylül,0.6667
DEALER 9,A2,10,Ekim,2.0
DEALER 9,A2,11,Kasım,0.6667
DEALER 9,A2,12,Aralık,1.3333
DEALER 9,A3,1,Ocak,0.8571
DEALER 9,A3,2,Şubat,1.7143
DEALER 9,A3,3,Mart,0.8571
DEALER 9,A3,4,Nisan,0.0
DEALER 9,A3,5,Mayıs,1.7143
DEALER 9,A3,6,Haziran,0.8571
DEALER 9,A3,7,Temmuz,0.8571
DEALER 9,A3,8,Ağustos,1.7143
DEALER 9,A3,9,Eylül,0.8571
DEALER 9,A3,10,Ekim,0.8571
DEALER 9,A3,11,Kasım,1.7143
DEALER 9,A3,12,Aralık,0.0
DEALER 9,B1,1,Ocak,0.0
DEALER 9,B1,2,Şubat,0.0
DEALER 9,B1,3,Mart,3.1304
DEALER 9,B1,4,Nisan,1.0435
DEALER 9,B1,5,Mayıs,1.5652
DEALER 9,B1,6,Haziran,0.0
DEALER 9,B1,7,Temmuz,1.0435
DEALER 9,B1,8,Ağustos,1.0435
DEALER 9,B1,9,Eylül,1.0435
DEALER 9,B1,10,Ekim,1.0435
DEALER 9,B1,11,Kasım,1.0435
DEALER 9,B1,12,Aralık,1.0435
DEALER 9,C1,1,Ocak,4.0
DEALER 9,C1,2,Şubat,2.0
DEALER 9,C1,3,Mart,0.0
DEALER 9,C1,4,Nisan,1.0
DEALER 9,C1,5,Mayıs,0.0
DEALER 9,C1,6,Haziran,1.0
DEALER 9,C1,7,Temmuz,0.0
DEALER 9,C1,8,Ağustos,0.0
DEALER 9,C1,9,Eylül,0.0
DEALER 9,C1,10,Ekim,3.0
DEALER 9,C1,11,Kasım,0.0
DEALER 9,C1,12,Aralık,1.0
